movie_title,director,year
Мстители: Судный день,Энтони Руссо,2026
Слухи (фильм),,2024
Большая гонка. Лянча против Ауди,,2024
Русские на войне,Анастасия Трофимова,2024
Гении (фильм),Джеймс Марш,
Быть лучше: История Робби Уильямса,Майкл Грейси,2024
Город тайн: Исчезнувшая,Роберт Коннолли,2024
Битва при Чосинском водохранилище (фильм),Чэнь Кайгэ,2021
Годзилла против Конга,Адам Вингард,
"Дюна (фильм, 2021)",Дени Вильнёв,2021
"Быстрее пули (фильм, 2022)",Дэвид Литч,2022
Глиноликий (фильм),,
Битва при Чосинском водохранилище 2,Чэнь Кайгэ,
"Бэтмен (фильм, 2022)",Мэтт Ривз,2022
Амстердам (фильм),Дэвид Оуэн Расселл,2022
Анчартед: На картах не значится,Рубен Флейшер,2022
Аватар: Путь воды,Джеймс Кэмерон,
Форсаж 10,Луи Летерье,2023
Полноводная красная река,Чжан Имоу,2023
Убийцы цветочной луны,Мартин Скорсезе,2023
Подземелья и драконы: Честь среди воров,,
Оппенгеймер (фильм),Кристофер Нолан,2023
Крид 3,Майкл Б. Джордан,
Годзилла: Минус один,,2023
"Луна (фильм, 2023)",Ким Ён Хва,2023
Истребитель демонов: Деревня кузнецов,,
Все страхи Бо,Ари Астер,2023
Евангелион: 3.0+1.01: Как-то раз,,
Барби (фильм),Грета Гервиг,2023
Несмотря на,,
Аквамен и потерянное царство,Джеймс Ван,
Трансформеры (фильм),Майкл Бэй,
Я — легенда (фильм),Фрэнсис Лоуренс,2007
Гарри Поттер и Орден Феникса (фильм),Дэвид Йейтс,2007
"Беовульф (фильм, 2007)",Роберт Земекис,2007
Что видно в телескоп,Джордж Альберт Смит,1900
"Дом, который построил Джек (фильм, 1900)",Джордж Альберт Смит,1900
Нападение на миссию в Китае,Джеймс Уильямсон,1900
Капитан Америка: Дивный новый мир,,2025
"Компаньон (фильм, 2025)",,2025
Фантастическая четвёрка: Первые шаги,Мэтт Шекман,2025
Бабушкина лупа,Джордж Альберт Смит,1900
Очарованный рисунок,Джеймс Стюарт Блэктон,1900
"Фауст и Маргарита (фильм, 1900)",Эдвин Стэнтон Портер,1900
Озадаченный Шерлок Холмс,Артур Марвин,1900
Как мужчины грабят в Чикаго,Уоллес Маккатчен,1900
Казнь китайского заключённого,,1900
Позволь мне снова помечтать,Джордж Альберт Смит,1900
U2 3D,Марк Пеллингтон,2008
Апогей (фильм),,
Битва за Бактан-Кросс,Пол Томас Андерсон,2025
The Rolling Stones. Да будет свет,Мартин Скорсезе,2008
Мухнём на Луну,Бен Стассен,
Хроники Спайдервика,Марк С. Уотерс,2008
"На крючке (фильм, 2008)",Ди-Джей Карузо,2008
Тёмный рыцарь (фильм),Кристофер Нолан,
Кунг-фу панда,Джон Стивенсон,
"Железный человек (фильм, 2008)",Джон Фавро,
"День, когда Земля остановилась (фильм, 2008)",Скотт Дерриксон,2008
Человек-паук 3: Враг в отражении,Сэм Рэйми,2007
Фуриоса: Хроники Безумного Макса,Джордж Миллер,2024
Смерч 2,Ли Айзек Чун,2024
"Пчеловод (фильм, 2024)",,2024
Приключения Паддингтона 3,,2024
Охотники за привидениями: Леденящий ужас,,2024
Муфаса: Король Лев,Барри Дженкинс,
Миссия невыполнима: Последняя расплата,Кристофер Маккуорри,2025
Спиди-гонщик (фильм),Братья Вачовски,2008
Мадам Паутина (фильм),Эс Джей Кларксон,2024
Кунг-фу панда 4,Майк Митчелл,
Злая: Сказка о ведьме Запада,Джон Чу,2024
Дюна: Часть вторая,Дени Вильнёв,2024
Джокер: Безумие на двоих,Тодд Филлипс,2024
Годзилла и Конг: Новая империя,Адам Вингард,2024
Дэдпул и Росомаха,Шон Леви,2024
Веном: Последний танец,Келли Марсел,2024
Бордерлендс,Элай Рот,2024
Мадагаскар 2,Том МакГрат,
Вдова с острова Сен-Пьер,Патрис Леконт,2000
Ватель (фильм),Роланд Джоффе,2000
Десант (фильм),Лейла Аранышева,2000
Захват дивизиона буров британцами,,1900
"Демоны (фильм, 2000)",Гленн Стэндринг,2000
"День святого Валентина (фильм, 2000)",Анатолий Эйрамджан,2000
Истинные происшествия,Мурад Ибрагимбеков,2000
Империя под ударом,Сергей Газаров,
Искусство войны (фильм),Кристиан Дюгей,2000
Лучший подарок на Рождество,,
Затяжной прыжок (фильм),Гай Манос,2000
Красная планета (фильм),,
Любовное настроение,Вонг Карвай,2000
Крик 3,Уэс Крэйвен,
"Банкир (фильм, 1989)",Уильям Уэбб,1989
Бархан (фильм),Санжар Бабаев,1989
Без бретелек,Дэвид Хэр,1989
Байкерши в городе зомби,Дэн Хоскинс,
Акула-монстр,Ламберто Бава,1984
Аллигатор (фильм),Льюис Тиг,
"Авантюристы (фильм, 1984)",Анри Вернёй,1984
Малена (фильм),,2000
"Белый танец (фильм, 1981)",Валентин Виноградов,
